# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
gene	protein_coding	GCF_000818035.1	Primary Assembly	chromosome		NZ_CP007726.1	1652283	1652969	+							NELON_RS08270	687		old_locus_tag=NELON_08700
CDS	with_protein	GCF_000818035.1	Primary Assembly	chromosome		NZ_CP007726.1	1652283	1652969	+	WP_040666174.1	WP_040666174.1		ABC transporter permease			NELON_RS08270	687	228	
gene	protein_coding	GCF_000818035.1	Primary Assembly	chromosome		NZ_CP007726.1	1653287	1654213	+							NELON_RS08275	927		old_locus_tag=NELON_08705
CDS	with_protein	GCF_000818035.1	Primary Assembly	chromosome		NZ_CP007726.1	1653287	1654213	+	WP_003773584.1	WP_003773584.1		membrane protein			NELON_RS08275	927	308	
gene	protein_coding	GCF_000818035.1	Primary Assembly	chromosome		NZ_CP007726.1	1654285	1655673	-							NELON_RS08280	1389		old_locus_tag=NELON_08710
CDS	with_protein	GCF_000818035.1	Primary Assembly	chromosome		NZ_CP007726.1	1654285	1655673	-	WP_041961463.1	WP_041961463.1		class II fumarate hydratase			NELON_RS08280	1389	462	
gene	protein_coding	GCF_000818035.1	Primary Assembly	chromosome		NZ_CP007726.1	1655866	1657110	+							NELON_RS08285	1245		old_locus_tag=NELON_08715
CDS	with_protein	GCF_000818035.1	Primary Assembly	chromosome		NZ_CP007726.1	1655866	1657110	+	WP_041961464.1	WP_041961464.1		nicotinate phosphoribosyltransferase			NELON_RS08285	1245	414	
gene	protein_coding	GCF_000818035.1	Primary Assembly	chromosome		NZ_CP007726.1	1657132	1657611	+							NELON_RS08290	480		old_locus_tag=NELON_08720
CDS	with_protein	GCF_000818035.1	Primary Assembly	chromosome		NZ_CP007726.1	1657132	1657611	+	WP_003773597.1	WP_003773597.1		hypothetical protein			NELON_RS08290	480	159	
gene	protein_coding	GCF_000818035.1	Primary Assembly	chromosome		NZ_CP007726.1	1657681	1659315	+							NELON_RS08295	1635		old_locus_tag=NELON_08725
CDS	with_protein	GCF_000818035.1	Primary Assembly	chromosome		NZ_CP007726.1	1657681	1659315	+	WP_040666196.1	WP_040666196.1		DUF3520 domain-containing protein			NELON_RS08295	1635	544	
gene	protein_coding	GCF_000818035.1	Primary Assembly	chromosome		NZ_CP007726.1	1659409	1660626	-							NELON_RS08300	1218		old_locus_tag=NELON_08730
CDS	with_protein	GCF_000818035.1	Primary Assembly	chromosome		NZ_CP007726.1	1659409	1660626	-	WP_041961465.1	WP_041961465.1		heme biosynthesis protein HemY			NELON_RS08300	1218	405	
gene	protein_coding	GCF_000818035.1	Primary Assembly	chromosome		NZ_CP007726.1	1660623	1662107	-							NELON_RS08305	1485		old_locus_tag=NELON_08735
CDS	with_protein	GCF_000818035.1	Primary Assembly	chromosome		NZ_CP007726.1	1660623	1662107	-	WP_082019663.1	WP_082019663.1		hypothetical protein			NELON_RS08305	1485	494	
gene	protein_coding	GCF_000818035.1	Primary Assembly	chromosome		NZ_CP007726.1	1662152	1662874	-							NELON_RS08310	723		old_locus_tag=NELON_08740
CDS	with_protein	GCF_000818035.1	Primary Assembly	chromosome		NZ_CP007726.1	1662152	1662874	-	WP_003773602.1	WP_003773602.1		uroporphyrinogen III methyltransferase			NELON_RS08310	723	240	
gene	protein_coding	GCF_000818035.1	Primary Assembly	chromosome		NZ_CP007726.1	1663164	1664102	-							NELON_RS08315	939		old_locus_tag=NELON_08745
CDS	with_protein	GCF_000818035.1	Primary Assembly	chromosome		NZ_CP007726.1	1663164	1664102	-	WP_003773606.1	WP_003773606.1		hydroxymethylbilane synthase			NELON_RS08315	939	312	
gene	protein_coding	GCF_000818035.1	Primary Assembly	chromosome		NZ_CP007726.1	1664176	1664625	-							NELON_RS08320	450		old_locus_tag=NELON_08750
CDS	with_protein	GCF_000818035.1	Primary Assembly	chromosome		NZ_CP007726.1	1664176	1664625	-	WP_003773607.1	WP_003773607.1		Rrf2 family transcriptional regulator			NELON_RS08320	450	149	
gene	protein_coding	GCF_000818035.1	Primary Assembly	chromosome		NZ_CP007726.1	1664705	1665073	+							NELON_RS08325	369		old_locus_tag=NELON_08755
CDS	with_protein	GCF_000818035.1	Primary Assembly	chromosome		NZ_CP007726.1	1664705	1665073	+	WP_003773609.1	WP_003773609.1		hypothetical protein			NELON_RS08325	369	122	
gene	protein_coding	GCF_000818035.1	Primary Assembly	chromosome		NZ_CP007726.1	1665263	1665775	-							NELON_RS08330	513		old_locus_tag=NELON_08760
CDS	with_protein	GCF_000818035.1	Primary Assembly	chromosome		NZ_CP007726.1	1665263	1665775	-	WP_040666179.1	WP_040666179.1		cation-binding protein			NELON_RS08330	513	170	
gene	protein_coding	GCF_000818035.1	Primary Assembly	chromosome		NZ_CP007726.1	1665944	1666546	-							NELON_RS08335	603		old_locus_tag=NELON_08765
CDS	with_protein	GCF_000818035.1	Primary Assembly	chromosome		NZ_CP007726.1	1665944	1666546	-	WP_003773614.1	WP_003773614.1		azurin			NELON_RS08335	603	200	
gene	protein_coding	GCF_000818035.1	Primary Assembly	chromosome		NZ_CP007726.1	1666673	1667119	-							NELON_RS08340	447		old_locus_tag=NELON_08770
CDS	with_protein	GCF_000818035.1	Primary Assembly	chromosome		NZ_CP007726.1	1666673	1667119	-	WP_003773617.1	WP_003773617.1		DUF721 domain-containing protein			NELON_RS08340	447	148	
gene	protein_coding	GCF_000818035.1	Primary Assembly	chromosome		NZ_CP007726.1	1667146	1667946	-							NELON_RS08345	801		old_locus_tag=NELON_08775
CDS	with_protein	GCF_000818035.1	Primary Assembly	chromosome		NZ_CP007726.1	1667146	1667946	-	WP_003773619.1	WP_003773619.1		competence/damage-inducible protein A			NELON_RS08345	801	266	
gene	protein_coding	GCF_000818035.1	Primary Assembly	chromosome		NZ_CP007726.1	1668063	1669412	+							NELON_RS08350	1350		old_locus_tag=NELON_08780
CDS	with_protein	GCF_000818035.1	Primary Assembly	chromosome		NZ_CP007726.1	1668063	1669412	+	WP_041961467.1	WP_041961467.1		argininosuccinate synthase			NELON_RS08350	1350	449	
gene	protein_coding	GCF_000818035.1	Primary Assembly	chromosome		NZ_CP007726.1	1669546	1670748	+							NELON_RS08355	1203		old_locus_tag=NELON_08785
CDS	with_protein	GCF_000818035.1	Primary Assembly	chromosome		NZ_CP007726.1	1669546	1670748	+	WP_003773627.1	WP_003773627.1		tryptophan synthase subunit beta			NELON_RS08355	1203	400	
gene	protein_coding	GCF_000818035.1	Primary Assembly	chromosome		NZ_CP007726.1	1670912	1672126	+							NELON_RS08360	1215		old_locus_tag=NELON_08790
CDS	with_protein	GCF_000818035.1	Primary Assembly	chromosome		NZ_CP007726.1	1670912	1672126	+	WP_003773628.1	WP_003773628.1		uracil permease			NELON_RS08360	1215	404	
gene	protein_coding	GCF_000818035.1	Primary Assembly	chromosome		NZ_CP007726.1	1672198	1673262	-							NELON_RS08365	1065		old_locus_tag=NELON_08795
CDS	with_protein	GCF_000818035.1	Primary Assembly	chromosome		NZ_CP007726.1	1672198	1673262	-	WP_040666181.1	WP_040666181.1		butanediol dehydrogenase			NELON_RS08365	1065	354	
gene	protein_coding	GCF_000818035.1	Primary Assembly	chromosome		NZ_CP007726.1	1673436	1673789	-							NELON_RS11290	354		old_locus_tag=NELON_08800
CDS	with_protein	GCF_000818035.1	Primary Assembly	chromosome		NZ_CP007726.1	1673436	1673789	-	WP_003773635.1	WP_003773635.1		hypothetical protein			NELON_RS11290	354	117	
gene	protein_coding	GCF_000818035.1	Primary Assembly	chromosome		NZ_CP007726.1	1673988	1677596	-							NELON_RS08375	3609		old_locus_tag=NELON_08805
CDS	with_protein	GCF_000818035.1	Primary Assembly	chromosome		NZ_CP007726.1	1673988	1677596	-	WP_041961468.1	WP_041961468.1		bifunctional proline dehydrogenase/L-glutamate gamma-semialdehyde dehydrogenase PutA			NELON_RS08375	3609	1202	
gene	protein_coding	GCF_000818035.1	Primary Assembly	chromosome		NZ_CP007726.1	1677787	1679313	-							NELON_RS08380	1527		old_locus_tag=NELON_08810
CDS	with_protein	GCF_000818035.1	Primary Assembly	chromosome		NZ_CP007726.1	1677787	1679313	-	WP_003773641.1	WP_003773641.1		sodium/proline symporter PutP			NELON_RS08380	1527	508	
gene	tRNA	GCF_000818035.1	Primary Assembly	chromosome		NZ_CP007726.1	1679612	1679687	-							NELON_RS08385	76		old_locus_tag=NELON_08815
tRNA		GCF_000818035.1	Primary Assembly	chromosome		NZ_CP007726.1	1679612	1679687	-				tRNA-Thr			NELON_RS08385	76		anticodon=TGT
gene	protein_coding	GCF_000818035.1	Primary Assembly	chromosome		NZ_CP007726.1	1680245	1681387	+							NELON_RS08390	1143		old_locus_tag=NELON_08820
CDS	with_protein	GCF_000818035.1	Primary Assembly	chromosome		NZ_CP007726.1	1680245	1681387	+	WP_041961469.1	WP_041961469.1		elongation factor P maturation arginine rhamnosyltransferase EarP			NELON_RS08390	1143	380	
gene	protein_coding	GCF_000818035.1	Primary Assembly	chromosome		NZ_CP007726.1	1681434	1681994	+							NELON_RS08395	561		old_locus_tag=NELON_08825
CDS	with_protein	GCF_000818035.1	Primary Assembly	chromosome		NZ_CP007726.1	1681434	1681994	+	WP_003773652.1	WP_003773652.1		elongation factor P			NELON_RS08395	561	186	
gene	protein_coding	GCF_000818035.1	Primary Assembly	chromosome		NZ_CP007726.1	1682400	1683425	+							NELON_RS08400	1026		old_locus_tag=NELON_08830
CDS	with_protein	GCF_000818035.1	Primary Assembly	chromosome		NZ_CP007726.1	1682400	1683425	+	WP_003773656.1	WP_003773656.1		anthranilate phosphoribosyltransferase			NELON_RS08400	1026	341	
gene	protein_coding	GCF_000818035.1	Primary Assembly	chromosome		NZ_CP007726.1	1683706	1684341	-							NELON_RS08405	636		old_locus_tag=NELON_08835
CDS	with_protein	GCF_000818035.1	Primary Assembly	chromosome		NZ_CP007726.1	1683706	1684341	-	WP_003773657.1	WP_003773657.1		ATP-dependent Clp endopeptidase, proteolytic subunit ClpP			NELON_RS08405	636	211	
gene	protein_coding	GCF_000818035.1	Primary Assembly	chromosome		NZ_CP007726.1	1684415	1685725	-							NELON_RS08410	1311		old_locus_tag=NELON_08840
CDS	with_protein	GCF_000818035.1	Primary Assembly	chromosome		NZ_CP007726.1	1684415	1685725	-	WP_041961470.1	WP_041961470.1		trigger factor			NELON_RS08410	1311	436	
gene	protein_coding	GCF_000818035.1	Primary Assembly	chromosome		NZ_CP007726.1	1685969	1686490	-							NELON_RS08415	522		
CDS	with_protein	GCF_000818035.1	Primary Assembly	chromosome		NZ_CP007726.1	1685969	1686490	-	WP_041961623.1	WP_041961623.1		hypothetical protein			NELON_RS08415	522	173	
gene	protein_coding	GCF_000818035.1	Primary Assembly	chromosome		NZ_CP007726.1	1686869	1687336	-							NELON_RS08420	468		old_locus_tag=NELON_08850
CDS	with_protein	GCF_000818035.1	Primary Assembly	chromosome		NZ_CP007726.1	1686869	1687336	-	WP_003773666.1	WP_003773666.1		ribonuclease HI			NELON_RS08420	468	155	
gene	protein_coding	GCF_000818035.1	Primary Assembly	chromosome		NZ_CP007726.1	1687369	1688310	-							NELON_RS08425	942		old_locus_tag=NELON_08855
CDS	with_protein	GCF_000818035.1	Primary Assembly	chromosome		NZ_CP007726.1	1687369	1688310	-	WP_040666183.1	WP_040666183.1		TraB/GumN family protein			NELON_RS08425	942	313	
gene	protein_coding	GCF_000818035.1	Primary Assembly	chromosome		NZ_CP007726.1	1688312	1689688	-							NELON_RS08430	1377		old_locus_tag=NELON_08860
CDS	with_protein	GCF_000818035.1	Primary Assembly	chromosome		NZ_CP007726.1	1688312	1689688	-	WP_003773670.1	WP_003773670.1		FAD-binding oxidoreductase			NELON_RS08430	1377	458	
gene	protein_coding	GCF_000818035.1	Primary Assembly	chromosome		NZ_CP007726.1	1689886	1690143	-							NELON_RS08435	258		old_locus_tag=NELON_08865
CDS	with_protein	GCF_000818035.1	Primary Assembly	chromosome		NZ_CP007726.1	1689886	1690143	-	WP_081456100.1	WP_081456100.1		hypothetical protein			NELON_RS08435	258	85	
gene	protein_coding	GCF_000818035.1	Primary Assembly	chromosome		NZ_CP007726.1	1690640	1691113	+							NELON_RS08440	474		old_locus_tag=NELON_08870
CDS	with_protein	GCF_000818035.1	Primary Assembly	chromosome		NZ_CP007726.1	1690640	1691113	+	WP_003773678.1	WP_003773678.1		peptidylprolyl isomerase			NELON_RS08440	474	157	
gene	protein_coding	GCF_000818035.1	Primary Assembly	chromosome		NZ_CP007726.1	1691392	1691853	-							NELON_RS08445	462		old_locus_tag=NELON_08875
CDS	with_protein	GCF_000818035.1	Primary Assembly	chromosome		NZ_CP007726.1	1691392	1691853	-	WP_003773680.1	WP_003773680.1		hypothetical protein			NELON_RS08445	462	153	
gene	protein_coding	GCF_000818035.1	Primary Assembly	chromosome		NZ_CP007726.1	1691995	1692534	+							NELON_RS08450	540		old_locus_tag=NELON_08880
CDS	with_protein	GCF_000818035.1	Primary Assembly	chromosome		NZ_CP007726.1	1691995	1692534	+	WP_003773682.1	WP_003773682.1		NUDIX hydrolase			NELON_RS08450	540	179	
gene	protein_coding	GCF_000818035.1	Primary Assembly	chromosome		NZ_CP007726.1	1692673	1693329	+							NELON_RS08455	657		old_locus_tag=NELON_08885
CDS	with_protein	GCF_000818035.1	Primary Assembly	chromosome		NZ_CP007726.1	1692673	1693329	+	WP_003773684.1	WP_003773684.1		protein-L-isoaspartate O-methyltransferase			NELON_RS08455	657	218	
gene	protein_coding	GCF_000818035.1	Primary Assembly	chromosome		NZ_CP007726.1	1693438	1693764	+							NELON_RS08460	327		old_locus_tag=NELON_08890
CDS	with_protein	GCF_000818035.1	Primary Assembly	chromosome		NZ_CP007726.1	1693438	1693764	+	WP_003773686.1	WP_003773686.1		sulfurtransferase			NELON_RS08460	327	108	
gene	pseudogene	GCF_000818035.1	Primary Assembly	chromosome		NZ_CP007726.1	1693838	1695995	-							NELON_RS08465	2158		pseudo
CDS	without_protein	GCF_000818035.1	Primary Assembly	chromosome		NZ_CP007726.1	1693838	1695995	-				guanosine-3',5'-bis(diphosphate) 3'-pyrophosphohydrolase			NELON_RS08465	2158		pseudo
gene	protein_coding	GCF_000818035.1	Primary Assembly	chromosome		NZ_CP007726.1	1696017	1696223	-							NELON_RS08470	207		old_locus_tag=NELON_08900
CDS	with_protein	GCF_000818035.1	Primary Assembly	chromosome		NZ_CP007726.1	1696017	1696223	-	WP_003773694.1	WP_003773694.1		DNA-directed RNA polymerase subunit omega			NELON_RS08470	207	68	
gene	protein_coding	GCF_000818035.1	Primary Assembly	chromosome		NZ_CP007726.1	1696267	1696887	-							NELON_RS08475	621		old_locus_tag=NELON_08905
CDS	with_protein	GCF_000818035.1	Primary Assembly	chromosome		NZ_CP007726.1	1696267	1696887	-	WP_003773696.1	WP_003773696.1		guanylate kinase			NELON_RS08475	621	206	
gene	protein_coding	GCF_000818035.1	Primary Assembly	chromosome		NZ_CP007726.1	1696995	1697561	+							NELON_RS08480	567		old_locus_tag=NELON_08910
CDS	with_protein	GCF_000818035.1	Primary Assembly	chromosome		NZ_CP007726.1	1696995	1697561	+	WP_040666202.1	WP_040666202.1		adenine phosphoribosyltransferase			NELON_RS08480	567	188	
gene	protein_coding	GCF_000818035.1	Primary Assembly	chromosome		NZ_CP007726.1	1697800	1698741	-							NELON_RS08485	942		old_locus_tag=NELON_08915
CDS	with_protein	GCF_000818035.1	Primary Assembly	chromosome		NZ_CP007726.1	1697800	1698741	-	WP_003773700.1	WP_003773700.1		D-alanyl-D-alanine endopeptidase			NELON_RS08485	942	313	
gene	protein_coding	GCF_000818035.1	Primary Assembly	chromosome		NZ_CP007726.1	1699091	1700356	+							NELON_RS08490	1266		old_locus_tag=NELON_08925
CDS	with_protein	GCF_000818035.1	Primary Assembly	chromosome		NZ_CP007726.1	1699091	1700356	+	WP_041961471.1	WP_041961471.1		ATP-dependent Clp protease ATP-binding subunit ClpX			NELON_RS08490	1266	421	
gene	protein_coding	GCF_000818035.1	Primary Assembly	chromosome		NZ_CP007726.1	1700504	1701568	+							NELON_RS08495	1065		old_locus_tag=NELON_08930
CDS	with_protein	GCF_000818035.1	Primary Assembly	chromosome		NZ_CP007726.1	1700504	1701568	+	WP_041961472.1	WP_041961472.1		serine endopeptidase			NELON_RS08495	1065	354	
gene	protein_coding	GCF_000818035.1	Primary Assembly	chromosome		NZ_CP007726.1	1701656	1701916	+							NELON_RS08500	261		old_locus_tag=NELON_08935
CDS	with_protein	GCF_000818035.1	Primary Assembly	chromosome		NZ_CP007726.1	1701656	1701916	+	WP_003773714.1	WP_003773714.1		N-acetyltransferase			NELON_RS08500	261	86	
gene	protein_coding	GCF_000818035.1	Primary Assembly	chromosome		NZ_CP007726.1	1702066	1702938	+							NELON_RS08505	873		old_locus_tag=NELON_08940
CDS	with_protein	GCF_000818035.1	Primary Assembly	chromosome		NZ_CP007726.1	1702066	1702938	+	WP_003773716.1	WP_003773716.1		DUF808 domain-containing protein			NELON_RS08505	873	290	
gene	protein_coding	GCF_000818035.1	Primary Assembly	chromosome		NZ_CP007726.1	1702972	1703775	+							NELON_RS08510	804		old_locus_tag=NELON_08945
CDS	with_protein	GCF_000818035.1	Primary Assembly	chromosome		NZ_CP007726.1	1702972	1703775	+	WP_041961473.1	WP_041961473.1		carbon-nitrogen hydrolase family protein			NELON_RS08510	804	267	
gene	protein_coding	GCF_000818035.1	Primary Assembly	chromosome		NZ_CP007726.1	1703858	1704574	+							NELON_RS08515	717		old_locus_tag=NELON_08950
CDS	with_protein	GCF_000818035.1	Primary Assembly	chromosome		NZ_CP007726.1	1703858	1704574	+	WP_003773720.1	WP_003773720.1		hypothetical protein			NELON_RS08515	717	238	
gene	protein_coding	GCF_000818035.1	Primary Assembly	chromosome		NZ_CP007726.1	1704796	1706241	-							NELON_RS08520	1446		old_locus_tag=NELON_08955
CDS	with_protein	GCF_000818035.1	Primary Assembly	chromosome		NZ_CP007726.1	1704796	1706241	-	WP_003773723.1	WP_003773723.1		NADH-quinone oxidoreductase subunit NuoN			NELON_RS08520	1446	481	
gene	protein_coding	GCF_000818035.1	Primary Assembly	chromosome		NZ_CP007726.1	1706251	1707753	-							NELON_RS08525	1503		old_locus_tag=NELON_08960
CDS	with_protein	GCF_000818035.1	Primary Assembly	chromosome		NZ_CP007726.1	1706251	1707753	-	WP_003773726.1	WP_003773726.1		NADH-quinone oxidoreductase subunit M			NELON_RS08525	1503	500	
gene	protein_coding	GCF_000818035.1	Primary Assembly	chromosome		NZ_CP007726.1	1707829	1708149	-							NELON_RS08530	321		old_locus_tag=NELON_08965
CDS	with_protein	GCF_000818035.1	Primary Assembly	chromosome		NZ_CP007726.1	1707829	1708149	-	WP_003773728.1	WP_003773728.1		hypothetical protein			NELON_RS08530	321	106	
gene	protein_coding	GCF_000818035.1	Primary Assembly	chromosome		NZ_CP007726.1	1708204	1710213	-							NELON_RS08535	2010		old_locus_tag=NELON_08970
CDS	with_protein	GCF_000818035.1	Primary Assembly	chromosome		NZ_CP007726.1	1708204	1710213	-	WP_003773730.1	WP_003773730.1		NADH-quinone oxidoreductase subunit L			NELON_RS08535	2010	669	
gene	protein_coding	GCF_000818035.1	Primary Assembly	chromosome		NZ_CP007726.1	1710331	1710636	-							NELON_RS08540	306		old_locus_tag=NELON_08975
CDS	with_protein	GCF_000818035.1	Primary Assembly	chromosome		NZ_CP007726.1	1710331	1710636	-	WP_003773732.1	WP_003773732.1		NADH-quinone oxidoreductase subunit NuoK			NELON_RS08540	306	101	
gene	protein_coding	GCF_000818035.1	Primary Assembly	chromosome		NZ_CP007726.1	1710633	1711310	-							NELON_RS08545	678		old_locus_tag=NELON_08980
CDS	with_protein	GCF_000818035.1	Primary Assembly	chromosome		NZ_CP007726.1	1710633	1711310	-	WP_003773735.1	WP_003773735.1		NADH-quinone oxidoreductase subunit J			NELON_RS08545	678	225	
gene	protein_coding	GCF_000818035.1	Primary Assembly	chromosome		NZ_CP007726.1	1711533	1712012	-							NELON_RS08550	480		old_locus_tag=NELON_08985
CDS	with_protein	GCF_000818035.1	Primary Assembly	chromosome		NZ_CP007726.1	1711533	1712012	-	WP_003773737.1	WP_003773737.1		NADH-quinone oxidoreductase subunit NuoI			NELON_RS08550	480	159	
gene	protein_coding	GCF_000818035.1	Primary Assembly	chromosome		NZ_CP007726.1	1712067	1712462	-							NELON_RS08555	396		old_locus_tag=NELON_08990
CDS	with_protein	GCF_000818035.1	Primary Assembly	chromosome		NZ_CP007726.1	1712067	1712462	-	WP_003686531.1	WP_003686531.1		GFA family protein			NELON_RS08555	396	131	
gene	protein_coding	GCF_000818035.1	Primary Assembly	chromosome		NZ_CP007726.1	1712537	1713607	-							NELON_RS08560	1071		old_locus_tag=NELON_08995
CDS	with_protein	GCF_000818035.1	Primary Assembly	chromosome		NZ_CP007726.1	1712537	1713607	-	WP_040666204.1	WP_040666204.1		NADH-quinone oxidoreductase subunit NuoH			NELON_RS08560	1071	356	
gene	protein_coding	GCF_000818035.1	Primary Assembly	chromosome		NZ_CP007726.1	1713610	1715865	-							NELON_RS08565	2256		old_locus_tag=NELON_09000
